clean_node,original_node,ontology_id,ontology_name,umls_id,label,match_score,semantic_type,source,alternative_matches
carotid endarterectomy,[Event: carotid endarterectomy],C0014099,MTH,C0014099,Carotid Endarterectomy,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C1997752"", ""name"": ""History of carotid endarterectomy"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0397710"", ""name"": ""Endarterectomy and patch repair of carotid artery"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0397711"", ""name"": ""Endarterectomy of internal carotid artery"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
catheter through the urethra into the bladder,[Event: catheter through the urethra into the bladder],UNKNOWN:CATHETER,UNKNOWN,,catheter through the urethra into the bladder,0.0,Medical Concept,fallback,[]
cells that have spread from other parts of the body,[Event: cells that have spread from other parts of the body],UNKNOWN:CELLS TH,UNKNOWN,,cells that have spread from other parts of the body,0.0,Medical Concept,fallback,[]
cellulitis,cellulitis,C0007642,MTH,C0007642,Cellulitis,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0149507"", ""name"": ""Orbital Cellulitis"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0263136"", ""name"": ""Cellulitis of face"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0149754"", ""name"": ""Cellulitis of periorbital region"", ""source"": ""MTH"", ""score"": 0.8}]"
central retinal artery becomes blocked,[Event: central retinal artery becomes blocked],UNKNOWN:CENTRAL ,UNKNOWN,,central retinal artery becomes blocked,0.0,Medical Concept,fallback,[]
cerebral palsy,cerebral palsy,C0007789,MTH,C0007789,Cerebral Palsy,1.0,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0270742"", ""name"": ""Athetoid cerebral palsy"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0394005"", ""name"": ""Ataxic cerebral palsy"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0338596"", ""name"": ""Spastic cerebral palsy"", ""source"": ""MTH"", ""score"": 0.8}]"
cervical osteoarthritis,cervical osteoarthritis,C5974742,MTH,C5974742,Osteoarthritis of cervical spine,0.5,Disease or Syndrome,umls_api,"[{""umls_id"": ""C1384641"", ""name"": ""Cervical spondylosis"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0263854"", ""name"": ""Cervical arthritis"", ""source"": ""MTH"", ""score"": 0.5}]"
cesarean delivery,cesarean delivery,C3829544,NCI,C3829544,Indicated Cesarean Delivery,0.8,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C2985285"", ""name"": ""Crash Cesarean Delivery"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C0007876"", ""name"": ""Cesarean section"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C1384674"", ""name"": ""Deliveries by cesarean (finding)"", ""source"": ""MTH"", ""score"": 0.5}]"
chafing,chafing,C0406175,SNOMEDCT_US,C0406175,Chafing of skin,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C3194846"", ""name"": ""dimethicone 0.012 MG/MG Topical Gel [Monistat Soothing Care]"", ""source"": ""RXNORM"", ""score"": 0.5}]"
changing work habits,[Event: changing work habits],UNKNOWN:CHANGING,UNKNOWN,,changing work habits,0.0,Medical Concept,fallback,[]
"chart COUGHING IN CHILDREN, p. 360","[Event: chart COUGHING IN CHILDREN, p. 360]",UNKNOWN:CHART CO,UNKNOWN,,"chart COUGHING IN CHILDREN, p. 360",0.0,Medical Concept,fallback,[]
chart FEVER IN YOUNG CHILDREN,[Event: chart FEVER IN YOUNG CHILDREN],UNKNOWN:CHART FE,UNKNOWN,,chart FEVER IN YOUNG CHILDREN,0.0,Medical Concept,fallback,[]
"chart HOARSENESS OR LOSS OF VOICE, p. 266","[Event: chart HOARSENESS OR LOSS OF VOICE, p. 266]",UNKNOWN:CHART HO,UNKNOWN,,"chart HOARSENESS OR LOSS OF VOICE, p. 266",0.0,Medical Concept,fallback,[]
check for an underlying disorder,[Event: check for an underlying disorder],UNKNOWN:CHECK FO,UNKNOWN,,check for an underlying disorder,0.0,Medical Concept,fallback,[]
check for cancer of the cervix,[Event: check for cancer of the cervix],UNKNOWN:CHECK FO,UNKNOWN,,check for cancer of the cervix,0.0,Medical Concept,fallback,[]
check for expulsion,[Event: check for expulsion],UNKNOWN:CHECK FO,UNKNOWN,,check for expulsion,0.0,Medical Concept,fallback,[]
check hormone levels,[Event: check hormone levels],UNKNOWN:CHECK HO,UNKNOWN,,check hormone levels,0.0,Medical Concept,fallback,[]
cheek implant surgery,[Event: cheek implant surgery],UNKNOWN:CHEEK IM,UNKNOWN,,cheek implant surgery,0.0,Medical Concept,fallback,[]
chest X-ray,chest X-ray,C0039985,MTH,C0039985,Plain chest X-ray,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0239026"", ""name"": ""Chest X-ray normal"", ""source"": ""MDR"", ""score"": 0.8}, {""umls_id"": ""C0436503"", ""name"": ""Standard chest X-ray abnormal"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0024867"", ""name"": ""Mass Chest X-Ray"", ""source"": ""MSH"", ""score"": 0.8}]"
chest pain when inhaling,[Event: chest pain when inhaling],UNKNOWN:CHEST PA,UNKNOWN,,chest pain when inhaling,0.0,Medical Concept,fallback,[]
"chest pain, back pain, hoarseness, shortness of breath, difficulty swallowing, or a persistent cough","[Event: chest pain, back pain, hoarseness, shortness of breath, difficulty swallowing, or a persistent cough]",UNKNOWN:CHEST PA,UNKNOWN,,"chest pain, back pain, hoarseness, shortness of breath, difficulty swallowing, or a persistent cough",0.0,Medical Concept,fallback,[]
child abuse or neglect,[Event: child abuse or neglect],C1516471,NCI,C1516471,Childhood Abuse and Neglect,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C2886514"", ""name"": ""Adult and child abuse, neglect and other maltreatment, confirmed"", ""source"": ""ICD10CM"", ""score"": 0.5}, {""umls_id"": ""C2886617"", ""name"": ""Adult and child abuse, neglect and other maltreatment, suspected"", ""source"": ""ICD10CM"", ""score"": 0.5}]"
child crawling,[Event: child crawling],UNKNOWN:CHILD CR,UNKNOWN,,child crawling,0.0,Medical Concept,fallback,[]
child left alone in tub,[Event: child left alone in tub],UNKNOWN:CHILD LE,UNKNOWN,,child left alone in tub,0.0,Medical Concept,fallback,[]
child takes medicine,[Event: child takes medicine],UNKNOWN:CHILD TA,UNKNOWN,,child takes medicine,0.0,Medical Concept,fallback,[]
child's symptoms,[Event: child's symptoms],C3165722,MTH,C3165722,PhenX - hypomania - mania symptoms - child protocol 120401,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C3169787"", ""name"": ""PhenX - hypomania - mania symptoms - child protocol 120401:-:Pt:^Patient:-:PhenX"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C5963148"", ""name"": ""Child Experiences Emotional Distress from Food Reaction Symptoms Question"", ""source"": ""NCI"", ""score"": 0.5}, {""umls_id"": ""C3165862"", ""name"": ""PhenX - symptoms of autism spectrum disorders - child protocol 120903"", ""source"": ""MTH"", ""score"": 0.5}]"
childbirth preparation classes,[Event: childbirth preparation classes],C1145341,HCPCS,C1145341,"Childbirth preparation/lamaze classes, non-physician provider, per session",0.5,Medical Concept,umls_api,[]
childbirth,[Event: childbirth],C1148523,MTH,C1148523,Childbirth,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0005615"", ""name"": ""Birth"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0022864"", ""name"": ""Labor (Childbirth)"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0011209"", ""name"": ""Obstetric Delivery"", ""source"": ""MTH"", ""score"": 0.5}]"
children around water,[Event: children around water],UNKNOWN:CHILDREN,UNKNOWN,,children around water,0.0,Medical Concept,fallback,[]
children under 2 years,[Event: children under 2 years],UNKNOWN:CHILDREN,UNKNOWN,,children under 2 years,0.0,Medical Concept,fallback,[]
chin implant surgery,[Event: chin implant surgery],UNKNOWN:CHIN IMP,UNKNOWN,,chin implant surgery,0.0,Medical Concept,fallback,[]
choking,[Event: choking],C0008301,MTH,C0008301,Choking,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0546947"", ""name"": ""Choking sensation"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0426610"", ""name"": ""Choking attacks"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C4280747"", ""name"": ""Choking episodes"", ""source"": ""HPO"", ""score"": 0.8}]"
cholesterol profile,[Event: cholesterol profile],C5890114,MTH,C5890114,Total cholesterol from lipid profile,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C5890115"", ""name"": ""Total cholesterol from lipid profile:Find:Pt:^Patient:Ord"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C2708273"", ""name"": ""Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:VAP"", ""source"": ""LNC"", ""score"": 0.5}]"
cholesterol-con,[Event: cholesterol-con],UNKNOWN:CHOLESTE,UNKNOWN,,cholesterol-con,0.0,Medical Concept,fallback,[]
cholesterol-lowering medication for life,[Event: cholesterol-lowering medication for life],UNKNOWN:CHOLESTE,UNKNOWN,,cholesterol-lowering medication for life,0.0,Medical Concept,fallback,[]
cholesterol-lowering medication,[Event: cholesterol-lowering medication],UNKNOWN:CHOLESTE,UNKNOWN,,cholesterol-lowering medication,0.0,Medical Concept,fallback,[]
chronic emphysema,[Event: chronic emphysema],C1265792,SNOMEDCT_US,C1265792,Chronic emphysema,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C5395029"", ""name"": ""Chronic emphysema caused by vapor"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0340052"", ""name"": ""Chronic emphysema caused by chemical fumes"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C1261120"", ""name"": ""Chronic bullous emphysema"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
chronic hepatitis C,[Event: chronic hepatitis C],C4708479,SNOMEDCT_US,C4708479,Chronic hepatitis C caused by Hepatitis C virus genotype 1a,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C4708424"", ""name"": ""Chronic hepatitis C caused by hepatitis C virus genotype 5"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0524910"", ""name"": ""Hepatitis C, Chronic"", ""source"": ""MSH"", ""score"": 0.5}, {""umls_id"": ""C3872662"", ""name"": ""Chronic active hepatitis C"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
chronic hepatitis,[Event: chronic hepatitis],C0019189,MSH,C0019189,"Hepatitis, Chronic",0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0520463"", ""name"": ""Chronic active hepatitis"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0149519"", ""name"": ""Chronic Persistent Hepatitis"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0524910"", ""name"": ""Hepatitis C, Chronic"", ""source"": ""MSH"", ""score"": 0.5}]"
chronic urethritis,[Event: chronic urethritis],C0275660,MTH,C0275660,Chronic gonococcal urethritis,0.5,Medical Concept,umls_api,[]
circulatory system stops functioning,[Event: circulatory system stops functioning],UNKNOWN:CIRCULAT,UNKNOWN,,circulatory system stops functioning,0.0,Medical Concept,fallback,[]
circumcision,[Event: circumcision],C0008819,MTH,C0008819,Male Circumcision,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0079341"", ""name"": ""Female Circumcision"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0179938"", ""name"": ""Circumcision clamp"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0403327"", ""name"": ""Ritual circumcision"", ""source"": ""MTH"", ""score"": 0.8}]"
clap your back and the sides of your chest,[Event: clap your back and the sides of your chest],UNKNOWN:CLAP YOU,UNKNOWN,,clap your back and the sides of your chest,0.0,Medical Concept,fallback,[]
clinical examination,[Event: clinical examination],C0031809,MTH,C0031809,Physical Examination,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C2347781"", ""name"": ""Clinical Breast Examination"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C1274016"", ""name"": ""Clinical history/examination observable"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C3880478"", ""name"": ""Electronic clinical breast examination system"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
clinical procedure,[Event: clinical procedure],C0586186,MTH,C0586186,Clinical procedure report,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0589603"", ""name"": ""Disorder following clinical procedure"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C2699347"", ""name"": ""Clinical Pathology Procedure"", ""source"": ""NCI"", ""score"": 0.5}, {""umls_id"": ""C3897777"", ""name"": ""Clinical Trial Randomization Procedure Documentation"", ""source"": ""NCI"", ""score"": 0.5}]"
clinical trial for breast or colon cancer,[Event: clinical trial for breast or colon cancer],UNKNOWN:CLINICAL,UNKNOWN,,clinical trial for breast or colon cancer,0.0,Medical Concept,fallback,[]
clinical trial for torn knee cartilage prevention,[Event: clinical trial for torn knee cartilage prevention],UNKNOWN:CLINICAL,UNKNOWN,,clinical trial for torn knee cartilage prevention,0.0,Medical Concept,fallback,[]
clinical trial of central nervous system tumors,[Event: clinical trial of central nervous system tumors],UNKNOWN:CLINICAL,UNKNOWN,,clinical trial of central nervous system tumors,0.0,Medical Concept,fallback,[]
clinical trial,[Event: clinical trial],C1552009,MTH,C1552009,observation - clinical trial,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C1096775"", ""name"": ""Clinical Trial (Publication Type)"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0008976"", ""name"": ""Clinical Trials"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C1507662"", ""name"": ""Clinical trial protocol.total:-:-:^Clinical trial protocol:Nar"", ""source"": ""LNC"", ""score"": 0.8}]"
closing incisions with fine absorbable stitches,[Event: closing incisions with fine absorbable stitches],UNKNOWN:CLOSING ,UNKNOWN,,closing incisions with fine absorbable stitches,0.0,Medical Concept,fallback,[]
colectomy,colectomy,C0009274,MTH,C0009274,Colectomy,1.0,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C0192865"", ""name"": ""Left colectomy"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0192861"", ""name"": ""Right colectomy"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0192866"", ""name"": ""Sigmoid colectomy"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
colonoscopy on the following schedule,[Event: colonoscopy on the following schedule],UNKNOWN:COLONOSC,UNKNOWN,,colonoscopy on the following schedule,0.0,Medical Concept,fallback,[]
colostomy or ileostomy,[Event: colostomy or ileostomy],C4534425,LNC,C4534425,"Ostomy (including urostomy, ileostomy, and colostomy)",0.5,Medical Concept,umls_api,"[{""umls_id"": ""C2707768"", ""name"": ""Ostomy (including suprapubic catheter, ileostomy, and colostomy) present in last 7D"", ""source"": ""LNC"", ""score"": 0.5}, {""umls_id"": ""C2707767"", ""name"": ""Ostomy (including suprapubic catheter, ileostomy, and colostomy) present in last 7D:Find:7D:^Patient:Ord:MDSv3"", ""source"": ""LNC"", ""score"": 0.5}]"
colposcopy,[Event: colposcopy],C0009417,MTH,C0009417,Colposcopy,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0403887"", ""name"": ""Colposcopy of vulva"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C1536042"", ""name"": ""Colposcopy abnormal"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C3160800"", ""name"": ""Colposcopy normal"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
coma and death,[Event: coma and death],UNKNOWN:COMA AND,UNKNOWN,,coma and death,0.0,Medical Concept,fallback,[]
complete airway obstruction,complete airway obstruction,UNKNOWN:COMPLETE,UNKNOWN,,complete airway obstruction,0.0,Medical Concept,fallback,[]
complications,[Event: complications],C0009566,MTH,C0009566,Complication,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0032962"", ""name"": ""Pregnancy Complications"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0802632"", ""name"": ""Complications:Type:Duration of the study:^Patient:Nominal"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0342257"", ""name"": ""Complications of Diabetes Mellitus"", ""source"": ""MTH"", ""score"": 0.8}]"
confirmation of diagnosis,[Event: confirmation of diagnosis],C4296634,LNC,C4296634,Date diagnosis confirmed,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C5447879"", ""name"": ""Diagnosis Pathologically Confirmed Indicator"", ""source"": ""NCI"", ""score"": 0.5}, {""umls_id"": ""C0808128"", ""name"": ""Surgery&diagnosis confirm override flag"", ""source"": ""LNC"", ""score"": 0.5}, {""umls_id"": ""C4019327"", ""name"": ""Procedure that confirmed birth defect diagnosis"", ""source"": ""MTH"", ""score"": 0.5}]"
congenital toxoplasmosis symptoms,[Event: congenital toxoplasmosis symptoms],UNKNOWN:CONGENIT,UNKNOWN,,congenital toxoplasmosis symptoms,0.0,Medical Concept,fallback,[]
contact ophthalmologist,[Event: contact ophthalmologist],UNKNOWN:CONTACT ,UNKNOWN,,contact ophthalmologist,0.0,Medical Concept,fallback,[]
contamination with clostridium bacteria,[Event: contamination with clostridium bacteria],UNKNOWN:CONTAMIN,UNKNOWN,,contamination with clostridium bacteria,0.0,Medical Concept,fallback,[]
continuous release of hormones,[Event: continuous release of hormones],UNKNOWN:CONTINUO,UNKNOWN,,continuous release of hormones,0.0,Medical Concept,fallback,[]
continuous tingling or coldness in hands and feet,[Event: continuous tingling or coldness in hands and feet],UNKNOWN:CONTINUO,UNKNOWN,,continuous tingling or coldness in hands and feet,0.0,Medical Concept,fallback,[]
contractions of the bladder,[Event: contractions of the bladder],C0268854,MDR,C0268854,Contracted bladder,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0232850"", ""name"": ""Urinary bladder voiding contraction"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C2265842"", ""name"": ""urinary bladder smooth muscle contraction"", ""source"": ""GO"", ""score"": 0.5}, {""umls_id"": ""C2610345"", ""name"": ""urinary bladder smooth muscle contraction involved in micturition"", ""source"": ""GO"", ""score"": 0.5}]"
contractions,contractions,C0151636,MTH,C0151636,Premature ventricular contractions,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0233187"", ""name"": ""Braxton Hicks contractions"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0744002"", ""name"": ""Finger contractions"", ""source"": ""OMIM"", ""score"": 0.8}, {""umls_id"": ""C0567141"", ""name"": ""Continuous contractions"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
conventional surgery,[Event: conventional surgery],C1521745,MTH,C1521745,Conventional Surgery,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C1883290"", ""name"": ""Therapeutic Conventional Surgery"", ""source"": ""NCI"", ""score"": 0.8}]"
conventional therapy,[Event: conventional therapy],C1834155,MTH,C1834155,Hypertension Resistant to Conventional Therapy,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C2945704"", ""name"": ""Conventional Treatment"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0023087"", ""name"": ""Laser Surgery"", ""source"": ""MSH"", ""score"": 0.5}, {""umls_id"": ""C0203541"", ""name"": ""Deep radiation therapy, 200-300 KVP"", ""source"": ""MTH"", ""score"": 0.5}]"
converting food into nutrients,[Event: converting food into nutrients],UNKNOWN:CONVERTI,UNKNOWN,,converting food into nutrients,0.0,Medical Concept,fallback,[]
cooling down,[Event: cooling down],C3658227,MSH,C3658227,Cool-Down Exercise,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C2977567"", ""name"": ""Activity, warm up and cool down"", ""source"": ""ICD10CM"", ""score"": 0.5}]"
coral snakes are found in the Southeast,[Event: coral snakes are found in the Southeast],UNKNOWN:CORAL SN,UNKNOWN,,coral snakes are found in the Southeast,0.0,Medical Concept,fallback,[]
corneal refractive therapy does not produce permanent results,[Event: corneal refractive therapy does not produce permanent results],UNKNOWN:CORNEAL ,UNKNOWN,,corneal refractive therapy does not produce permanent results,0.0,Medical Concept,fallback,[]
